company_name,phone,city,company_type,status,active_date,age,score
CÔNG TY CỔ PHẦN DỪA NƯỚC VIỆT NAM,0968962769,HCM,Công ty cổ phần ngoài NN,đang hoạt động,2022-09-16,3.5013698630136987,110
CÔNG TY CỔ PHẦN XÂY DỰNG THƯƠNG MẠI SẢN XUẤT THÀNH PHÁT,0357191993,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2023-11-23,2.315068493150685,110
CÔNG TY CỔ PHẦN 4WIN,0857447788,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2022-04-04,3.9534246575342467,110
CÔNG TY CỔ PHẦN NĂNG LƯỢNG XANH URANUS,02835354527,HCM,Công ty cổ phần ngoài NN,đang hoạt động,2025-06-25,0.726027397260274,110
CÔNG TY CP ĐẦU TƯ VÀ PHÁT TRIỂN DỰ ÁN HP,0908478688,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2025-05-27,0.8054794520547945,110
CÔNG TY CỔ PHẦN THƯƠNG MẠI QUỐC TẾ KSG VIỆT NAM,0348871498,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2024-02-27,2.052054794520548,110
CÔNG TY CỔ PHẦN DƯỢC PHẨM DT PHARMA,0937698387,HCM,Công ty cổ phần ngoài NN,đang hoạt động,2022-01-12,4.178082191780822,110
CÔNG TY CỔ PHẦN WINSOL,0915909070,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2024-02-26,2.0547945205479454,110
CHI NHÁNH CÔNG TY CỔ PHẦN XÂY DỰNG VÀ THƯƠNG MẠI VINA 66,0846790599,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2023-09-11,2.515068493150685,110
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ DNA GROUP,0817299555,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2025-04-15,0.9205479452054794,110
CÔNG TY CỔ PHẦN BUILDING MARKET,0983383489,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2024-05-23,1.8164383561643835,110
CÔNG TY CỔ PHẦN CÔNG NGHỆ THƯƠNG MẠI ĐIỆN TỬ TOÀN CẦU - GOCOMTECH,097405666,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2021-07-12,4.682191780821918,110
CÔNG TY CỔ PHẦN VĂN HÓA NGHỆ THUẬT ATV,0986306668,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2024-09-19,1.4904109589041097,110
CHI NHÁNH CÔNG TY CỔ PHẦN TRUYỀN THÔNG - ĐIỆN ẢNH SÀI GÒN - TRUNG TÂM THƯƠNG MẠI - GIẢI TRÍ ĐỐNG ĐA,0981117118,HCM,Công ty cổ phần ngoài NN,đang hoạt động,2024-05-07,1.8602739726027397,110
CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ VÀ GIÁO DỤC MCC GROUP,0911862636,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2024-08-22,1.5671232876712329,110
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI LONG CHÂU,0983535001,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2024-07-24,1.6465753424657534,110
CÔNG TY CỔ PHẦN MARKETCORE,0906060988,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2025-06-19,0.7424657534246575,110
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VÀ ĐẦU TƯ TVH,0974005513,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2025-06-23,0.7315068493150685,110
CÔNG TY CỔ PHẦN ABELI VIỆT NAM,0943593568,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2022-01-05,4.197260273972603,110
CÔNG TY CỔ PHẦN THIẾT KẾ KIẾN TRÚC VÀ NỘI THẤT LEAF ATELIER,0902182911,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2022-01-25,4.142465753424657,110
CÔNG TY CỔ PHẦN THƯƠNG MẠI EQ - GROUP,0868131688,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2022-03-22,3.989041095890411,110
CÔNG TY CỔ PHẦN SÁCH VÀ THIẾT BỊ GIÁO DỤC HVO,0973186888,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2024-05-28,1.8027397260273972,110
CÔNG TY CỔ PHẦN DỊCH VỤ Y TẾ PHƯƠNG NAM MEDIC HCM,0937854776,HCM,Công ty cổ phần ngoài NN,đang hoạt động,2021-12-03,4.287671232876712,110
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ KINH DOANH BẤT ĐỘNG SẢN TIẾN PHÁT,0902210105,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2024-10-15,1.4191780821917808,110
CÔNG TY CỔ PHẦN TRUYỀN THÔNG 6AM,0375633622,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2023-05-20,2.8273972602739725,110
CÔNG TY CP ĐẦU TƯ VÀ XÂY DỰNG D&C HÀ NỘI,0376112447,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2024-10-10,1.4328767123287671,110
CÔNG TY CỔ PHẦN KIẾN TRÚC VÀ NỘI THẤT THÔNG MINH ASL,0927954999,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2024-09-19,1.4904109589041097,110
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN LOGISTICS TÂN THẾ GIỚI TẠI HÀ NỘI,0968666774,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2022-03-09,4.024657534246575,110
CÔNG TY CỔ PHẦN BOATMAN,0915191980,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2023-05-18,2.8328767123287673,110
CÔNG TY CỔ PHẦN KIẾN TRÚC - XÂY DỰNG VIỆT THẮNG,0976749587,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2023-01-11,3.180821917808219,110
CÔNG TY CỔ PHẦN PHÁT TRIỂN ĐÔ THỊ TÂN TÂY ĐÔ,0911767828,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2022-12-13,3.26027397260274,110
CÔNG TY CỔ PHẦN HỢP TÁC QUỐC TẾ BMA,0969220100,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2025-05-07,0.8602739726027397,110
CÔNG TY CỔ PHẦN GIẢI PHÁP ĐẦU TƯ ÁNH DƯƠNG,0913156768,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2025-05-06,0.863013698630137,110
CÔNG TY CỔ PHẦN VIE DRAGON,0367220924,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2024-03-28,1.9698630136986301,110
CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ VINAKANSAI,0967686375,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2022-09-20,3.4904109589041097,110
CÔNG TY CỔ PHẦN TƯ VẤN VÀ PHÁT TRIỂN XÂY DỰNG TQC TRÀNG AN,0987468757,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2023-11-03,2.3698630136986303,110
CÔNG TY CỔ PHẦN GECKO GROUP VN,0769763333,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2023-09-14,2.506849315068493,110
CÔNG TY CỔ PHẦN PHÁT HÀNH BC VIỆT NAM,0913145598,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2025-05-05,0.8657534246575342,110
CÔNG TY CỔ PHẦN TM & SX BAO BÌ AN PHƯƠNG,0963238693,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2023-03-06,3.032876712328767,110
CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU MINH ANH,0912465738,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2023-05-15,2.841095890410959,110
CÔNG TY CP ĐIỆN VÀ CHIẾU SÁNG TIẾN PHÁT,0966090868,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2024-04-25,1.893150684931507,110
CÔNG TY CỔ PHẦN DƯƠNG BẮC HỒNG,0327842666,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2023-01-04,3.2,110
CÔNG TY CỔ PHẦN ĐÀO TẠO VÀ CUNG ỨNG NHÂN LỰC D2,0352369379,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2024-04-15,1.9205479452054794,110
CÔNG TY CỔ PHẦN HOUSENOW,0886136485,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2023-05-12,2.8493150684931505,110
CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ AN NHI,0912398515091305569,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2023-05-11,2.852054794520548,110
CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐẦU TƯ XÂY DỰNG NAM CƯỜNG,0946168838,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2023-07-03,2.706849315068493,110
CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI XUÂN MAI,0902960996,Hà Nội,Công ty cổ phần ngoài NN,đang hoạt động,2023-06-26,2.7260273972602738,110
CÔNG TY CỔ PHẦN ENWO,0877779989,HCM,Công ty cổ phần ngoài NN,đang hoạt động,2025-06-06,0.7780821917808219,110
